image,caption
00069.png,"""The image shows an Indian passport with the following information: The type of passport is 'P', for a personal passport. The country code is 'IND', representing India. The passport number is J8369854. The surname of the passport holder is Ramadugula, and the given name is Sitamaha Lakshmi. The nationality is Indian, and the sex of the holder is female, denoted by 'F'. The date of birth is 23/09/1959. The place of birth is mentioned as Guntur, and the place of issue is Hyderabad. This passport was issued on 11/10/2011 and expired on 10/10/2021."","
00070.png,"""The image provided is of an Indian passport with the following details: The passport type is 'P', which stands for a personal passport. The country code 'IND' is for India. The passport number is L8809485. The surname of the passport holder is Chauhan, and the given name is Sukhvir Kaur. The nationality is Indian. The holder's sex is female, denoted by 'F'. The date of birth is 24/03/1991. The place of birth is Moga, Punjab. The passport was issued in Chandigarh on 05/05/2014 and is set to expire on 04/05/2024."","
00071.png,"""The image provided is of an Indian passport with the following information: The type of passport is denoted by 'P', which means it's a personal passport. The country code 'IND' indicates India. The passport number is N7820370. The surname of the passport holder is Kaluva, and the given name is Santhoshi. The nationality mentioned is Indian. The holder's sex is female, indicated by 'F'. The date of birth is 09/01/1993. The place of birth is Hyderabad, Telangana. This passport was issued in Hyderabad on 15/02/2016, with an expiration date of 14/02/2026."","
00072.png,"""The image shows an Indian passport with the following details: The type is marked as 'P', indicating a personal passport. The country code is 'IND', for India. The passport number is L2741120. The surname of the holder is Deol and the given name is Pradeep Singh. The nationality is listed as Indian. The sex of the holder is male, denoted by 'M'. The date of birth is provided as 05/03/1994. The place of birth is Bopa Rai Kalan, Punjab. The passport was issued in Chandigarh on 20/06/2013 and the expiration date is listed as 19/06/2023."","
00073.png,"""The image provided is of an Indian passport featuring the following details: The passport type is 'P' for a personal passport. The country code 'IND' signifies India. The passport number is M6664736. The surname of the passport holder is Patel, and the given name is Jaydipkumar Ashokbhai. The nationality is Indian. The sex of the holder is male, denoted by 'M'. The date of birth is listed as 09/1990, although the day is obscured. The place of birth is Lodra, Gandhinagar, Gujarat. This passport was issued in Ahmedabad on 02/03/2015 and is due to expire on 01/03/2025."","
00074.png,"""The image depicts an Indian passport with the following details: The passport type is 'P', indicating it is a personal passport. The country code 'IND' signifies India. The passport number is L9630722. The surname of the passport holder is Patel, and the given names are Hussein Mubarak. The nationality is Indian. The sex of the holder is male, indicated by 'M'. The date of birth is 30/08/1968. The place of birth is Sangli, Maharashtra. The passport was issued in Thane on 12/05/2014 and is set to expire on 11/05/2024."","
00075.png,"'The image displays an Indian passport with the following details: Type ""P"" for Personal, Country Code ""IND"" for India, Passport No. ""H9137927"". The surname of the passport holder is Alam and the given name is Maqsood. The nationality is listed as Indian. The gender (Sex) of the holder is ""M"" for male. The date of birth is presented as 14/08/1973. The place of birth is Muzaffarpur, Bihar. The issuing authority is in Delhi, with the passport issued on 18/02/2010 and an expiry date of 17/02/2020.'"
00076.png,"""The image provided is of an Indian passport with the following details: The type of passport is 'P' for a personal passport. The country code 'IND' signifies India. The passport number is J2452409. The surname of the passport holder is Kaushal, and the given name is Sukhdeep. The nationality is Indian. The holder's sex is female, indicated by 'F'. The date of birth is 20/10/1991. The place of birth is Gailb Kalan. The passport was issued in Chandigarh on 31/08/2010, with an expiration date of 30/08/2020."","
00077.png,"""The image is of an Indian passport with the following information: The passport type is 'P', representing a personal passport. The country code 'IND' stands for India. The passport number is R7123405. The surname of the passport holder is not visible, and the given names are Maqdooma Fathima. The nationality is Indian. The sex of the holder is female, denoted by 'F'. The date of birth is 23/06/1981. The place of birth is Chennai, Tamil Nadu. This passport was issued in Bengaluru on 15/12/2017, with an expiration date of 14/12/2027."","
00078.png,"""The image is of an Indian passport with the following details: The type of the passport is 'P', which stands for a personal passport. The country code 'IND' indicates India. The passport number is Z4676026. The surname of the passport holder is not visible, and the given name is Irfan. The nationality mentioned is Indian. The holder's sex is male, indicated by 'M'. The date of birth is 31/03/1980. The place of birth is Bengaluru, Karnataka. This passport was issued in Bengaluru on 20/12/2017, and the expiration date is 19/12/2027."","
00079.png,"""The image provided shows an Indian passport with the following details: The passport type is 'P', for a personal passport. The country code 'IND' indicates India. The passport number is H6413091. The surname of the passport holder is Nagoor Gani, and the given name is Syed Musthafa. The nationality is Indian. The holder's sex is male, denoted by 'M'. The date of birth is 02/04/1987. The place of birth is Trichy, which is a short form for Tiruchirappalli. The passport was issued on 08/09/2009 and the expiration date is 07/09/2019."","
